	Anchor 1	Anchor 2	Alternative 1.1	Alternative 1.2	Correct Alternative	ID	# Votes out of 5 for Correct Alternative	style type
504	In the ancient tribal Hebraic context, it was considered the duty of the individual and family to avenge evil on behalf of God.	Avenging evil on behal of God, is still considered the duty of the individual and family in ancient tribal Hebraic context.	She helped Theseus in overcoming the Minotaur and later became the bride of the god Dionysus	She aided Theseus in overcoming the Minotaur and later became the bride of the god Dionysus.	2	QQ_c-1034-s-t4-1034_s-t4-498-c-498--1	3	simplicity
505	According to the fictional universe first established by Slayer, the' Buffyverse,' The term' Buffyverse' is used amongst fans of Buffy / Angel online to describe the fictional universe established by Buffy / Angel.	Theterm'Buffyverse' is used amongst fans of Buffy /Angel to describe the fictional universe established by Buffy / Angel which was fist established by Slayer.	Manchester became the first city in the UK to acquire a modern light rail tram system when the Manchester Metrolink opened in 1992.	Manchester became the first city in the UK to get a modern light rail tram system when the Manchester Metrolink opened in 1992.	1	QQ_c-1064-s-t1-1064_c-1433-s-t1-1433--0	4	simplicity
506	After the band's break-up in 2003, Weiland became the head  of Velvet Revolver with former members of Guns N' Roses.	After the band's break-up in 2003, Weiland became the frontman of Velvet Revolver with former members of Guns N' Roses.	With her election, Pelosi became the first woman, the first Californian and the first Italian-American to hold the Speakership.	When she was elected, Pelosi became the first woman, the first person from California and the first Italian-American to be Speaker of the House.	2	QQ_s-t7-1067-c-1067_c-1162-s-t7-1162--1	3	simplicity
507	He was the son of the Reverend Martin Luther King, Sr. and Alberta Williams King.	He was the son of Reverend Martin Luther King, Sr. and Alberta Williams King.	The following year, a newspaper solicited eleven design proposals (all but one of which was a Nordic cross) and polled the people to determine the most popular.	A newspaper solicited eleven design proposals and polled the people to determine the most popular.	1	QQ_c-1093-s-t0-1093_c-1686-s-t0-1686--0	3	simplicity
508	Thus, the Erzgebirge region became famous for many Christmas traditions.	The Erzgebirge region in Germany has become very popular and world known for its Christmas traditions.	However, he has also gave over $ 33,000 to Republicans over the years and publicly supported John McCain for president in 2008.	However, he has also donated over $ 33,000 to Republicans over the years and publicly endorsed John McCain for president in 2008.	2	QQ_c-1106-s-t6-1106_s-t6-1017-c-1017--1	3	simplicity
509	By the early seventeenth century small scale brick and tile making was flourishing and during this time parcels of common land were set aside for house building and small businesses.	1700 to 1900 By the early seventeenth century small scale brick and tile manufacture was flourishing and during this time parcels of common land were allocated for house building and small businesses.	By the 1990s, the end of the cold war and normalization of relations between some countries imrpoved the prospects for creating a rail network across Asia.	By the 1990s, the end of the cold war and normalisation of relations between some countries improved the prospects for creating a rail network across the Asian continent.	1	QQ_s-t7-1108-c-1108_s-t7-1469-c-1469--0	3	simplicity
510	Ritchie Neville is an English singer most noted for being a member of UK boy band Five.	Ritchie Neville (born Richard Neville Dobson, 23 August 1979, Solihull, England) is an English singer most noted for being a member of UK boy band Five.	The other featured match was WWE Champion Rob Van Dam defending the title against Edge.	The other featured match was between WWE Champion Rob Van Dam defending the title against Edge in a singles match.	1	QQ_s-t3-1111-c-1111_s-t3-1348-c-1348--0	4	simplicity
511	Helene was a long-lived Cape Verde-type hurricane that began in the very southeastern part of the North Atlantic Ocean, becoming at its strongest a Category 3 hurricane on the   Saffir-Simpson hurricane scale as it crossed the central Atlantic.	Helene was a long-lived Cape Verde-type hurricane that formed in the extreme southeastern part of the North Atlantic Ocean, peaking as a Category 3 hurricane on the Saffir-Simpson hurricane scale as it traversed the central Atlantic.	"Before the second game began, the press agreed that the ""midget-in-a-cake"" appearance had not been up to Veeck's usual promotional standard."	"Before the second game got underway, the press agreed that the ""midget-in-a-cake"" appearance had not been up to Veeck's usual promotional standard."	1	QQ_s-t7-1123-c-1123_s-t7-310-c-310--0	4	simplicity
512	The Advaned Encryption Standard now receives more attention.	However, the Advanced Encryption Standard now receives more attention.	Under Adams, Sinn Fein appeared to move away from being a political voice of Provisional IRA to becoming a organised political party in both Northern Ireland and Republic of Ireland.	Under Adams, Sinn Féin appeared to move away from being a political voice of the Provisional IRA to becoming a professionally organised political party in both Northern Ireland and the Republic of Ireland.	1	QQ_s-t7-1133-c-1133_s-t7-2139-c-2139--0	5	simplicity
513	While pipelining can in theory increase performance over an unpipelined core by a factor of the number of stages (assuming the clock frequency also scales with the number of stages), in reality, most code does not allow for ideal execution.	While pipelining can increase performance of a factor of the number of stages, most code does not allow for ideal execution.	The President pro tempore is third in the line of presidential succession, after the Vice President and the Speaker of the House.	The President pro tempore is third in the line of presidential succession, following the Vice President and the Speaker of the House.	2	QQ_c-1144-s-t2-1144_s-t2-1938-c-1938--1	5	simplicity
514	In each issue, there was a review of an artist's entire discography, with each album being analyzed in turn.	In each issue, there was a review of all an artist's albums, with each album being studied in turn.	Bollywood storylines have mostly been overdramatic.	Bollywood plots have tended to be melodramatic.	2	QQ_c-1150-s-t7-1150_s-t7-1365-c-1365--1	5	simplicity
515	He is considered to be the most important sculptor of the Spanish Renaissance, and is known for his emotive sculptures depicting religious ecstasy or torment.	He was the most important sculptor of the Spanish Renaissance and is known for his emotive sculptures about religious ecstasy or torment.	Defiantly, she made a promise to never give up the Commune, and dared teh judges to sentence her to death.	Defiantly, she vowed to never renounce the Commune, and dared the judges to sentence her to death.	2	QQ_c-1154-s-t2-1154_s-t2-222-c-222--1	5	simplicity
516	Marant is a commune in the Pas-de-Calais department in the Nord-Pas-de-Calais region of France.	Marant is a commune in the Pas-de-Calais department in Nord-Pas-de-Calais region of France.	Recovery Russia bounced back from the August 1998 financial crash with surprising speed.	Recovery Russia quickly recovered from the August 1998 financial crash.	1	QQ_c-1156-s-t5-1156_c-765-s-t5-765--0	3	simplicity
517	The precursor to Hurricane Beulah was a tropical wave moving across the tropical Atlantic.	The thing that led up to Hurricane Beulah was a tropical wave moving across the tropical Atlantic.	The DeCavalcante family believed they are inspiration for the DiMeo family.	Members of the DeCavalcante family believed themselves to be the inspiration for the DiMeo family.	2	QQ_c-1161-s-t6-1161_s-t6-818-c-818--1	4	simplicity
518	It is considered one of the most important precursors to the Academy Awards.	It is thought to be one of the most important events to come before the Academy Awards	This marked the beginning of the line of contact between Soviet and American forces, but not the concluded occupation zones.	This marked the beginning of the line of contact between Soviet and American forces, but not the finalized occupation zones.	2	QQ_c-1167-s-t6-1167_s-t6-1524-c-1524--1	3	simplicity
519	The amount of people in the group was 16,800 in the year of 2001, with a total of 5,700 houses.	The population of this ward in 2001 was 16,800 people in 5,700 households.	The first show got a 2.79 rating, making it the most watched show on cable in its time slot.	The premiere received a 2.79 rating, making it the highest rated show on cable in its time slot.	1	QQ_s-t1-1174-c-1174_s-t1-385-c-385--0	5	simplicity
520	The Feast of the Sacred Heart has been a Solemnity in the Roman Catholic liturgical calendar since 1856, and is celebrated 19 days after Pentecost.	The Feast of the Sacred Heart has been an important event in the Roman Catholic liturgical calendar since 1856, and is celebrated 19 days after Pentecost.	A dark shaded feature has been named Olbers in honor of Vesta's discoverer, but it does not appear in elevation maps as a fresh crater would, its nature presently unknown, perhaps an old basaltic surface.	A dark albedo feature about across has been named Olbers in honour of Vesta's discoverer, but it does not appear in elevation maps as a fresh crater would, and its nature is presently unknown, perhaps an old basaltic surface.	2	QQ_c-1186-s-t1-1186_s-t1-1967-c-1967--1	3	simplicity
521	"He chose as his episcopal motto (""Obedience and Peace""), which became his guiding motto."	"He chose as his motto ""Obedience and Peace"", which became his guiding motto."	The city has a larger population than the provincial capital, and ranks second in land area.	The city has a larger population than the capital of the province, and is second in land size.	1	QQ_c-1203-s-t2-1203_c-2260-s-t2-2260--0	3	simplicity
522	It debuted at # 20 on VH1's VH1 Top 20 Video Countdown on June 28, 2008.	It debuted at # 20 on VH1's VH1 Top 20 Video Countdown.	Climate Tibooburra has an arid, desert climate with temperatures soaring above 40 ° Celsius (104 ° F) in summer, often reaching as high as 47 ° C (117 ° F).	Climate Tibooburra has an arid desert climate with temperatures above 40 degree Celsius in summer and reaching as high as 47 degree Celsius.	1	QQ_c-1214-s-t3-1214_c-1613-s-t3-1613--0	5	simplicity
523	157 – 69 and are regarded by some as the cultural ancestors of the Western Turks – the present-day inhabitants of Azerbaijan, Turkey, and Turkmenistan.	157 – 69 and are held by some as the cultural ancestors of the Western Turks – the present-day citizens of Azerbaijan, Turkey, and Turkmenistan.	The Sahara Pump Theory is a hypothesis that explains how flora and fauna left Africa to penetrate the Middle East and then Europe and Asia.	The Sahara Pump Theory is an idea developed by scholars that explains how various plants and wildlife left Africa in order to enter and move into first, the Middle East, and then Europe and Asia.	1	QQ_c-1226-s-t6-1226_c-2072-s-t6-2072--0	5	simplicity
524	The Tuvaluan language is spoken by virtually everyone, while a language very similar to Gilbertese is spoken on Nui.	Tuvaluan language is spoken by almost everyone while a language very similar to Gilbertese is spoken in Nui.	Salem is a city in Essex County Massachusetts.	Salem is a city in Essex County, Massachusetts, United States.	2	QQ_c-1247-s-t7-1247_s-t7-289-c-289--1	3	simplicity
525	Mobile was made available to buy only in Australia and New Zealand.	"Charts ""Mobile"" was released only in Australia and New Zealand."	While collaborating with Mylène Farmer and Laurent Boutonnat, Alizée released two albums — both of which were hits inside and outside of France.	While working together with Mylene Farmer and Laurent Boutonnat,Alizee released two albums-both of which were hits inside and outside of France	2	QQ_s-t2-1249-c-1249_c-2290-s-t2-2290--1	4	simplicity
526	Handles may be wood or plastic; ferrules are metal (usually nickel-plated steel).	Handles can be made of wood or plastic. Ferrules are normally made of nickel-plated steel.	Biological classification is a form of scientific taxonomy, but it is different from folk taxonomy, which is not scientific.	Biological classification is a form of scientific taxonomy, but should be distinguished from folk taxonomy, which lacks scientific basis.	2	QQ_c-1252-s-t5-1252_s-t5-1784-c-1784--1	3	simplicity
527	Wahlenbergia species have dispersed widely, even to oceanic islands, and there are four species known from the island of St Helena, including the now extinct species W. roxburghii.	Wahlenbergia species have dispersed widely and there are four species known from the island of St Helena.	The Mulde River runs through the far east of the district.	The Mulde River runs through the easternmost part of the district.	2	QQ_c-1260-s-t7-1260_s-t7-952-c-952--1	4	simplicity
528	This information is not usable by people with color blindness, on black-and-white printouts, on older computer displays with fewer colors, on monochrome displays (PDAs, cell phones), and so on.	Such information is not accessible to people with color blindness, on black-and-white printouts, on older computer displays with fewer colors, on monochrome displays (PDAs, cell phones), and so on.	In modern days, joss sticks can be used for any purpose, such as to enhance the smell of a room, or to light fire crackers.	Joss sticks are used for many purposes.	2	QQ_s-t4-1267-c-1267_c-2007-s-t4-2007--1	4	simplicity
529	Although they were officially designated to study just Jupiter and Saturn, the two probes were able to continue their mission into the outer solar system.	Although they were officially supposed to study just Jupiter and Saturn, the two probes were able to continue their mission into the outer solar system.	The convention also sets out which people do not qualify as refugees, such as war criminals.	The convention also turns away those who do not qualify as refugees, such as war criminals.	1	QQ_c-1271-s-t3-1271_c-1190-s-t3-1190--0	4	simplicity
530	Modified SUVs also take part in races, including the Paris-Dakar Rally and the Australian Outback.	Modified SUVs take part in races including the Paris-Dakar Rally and Australian Outback.	It has a sharp face and is about as big as a rabbit.	It is described as pointed in the face and about the size of a rabbit.	2	QQ_c-1291-s-t7-1291_s-t7-236-c-236--1	4	simplicity
531	Mélodies continue to be composed today, though perhaps the last uncontestedly great composer of them was Francis Poulenc, who died in 1963.	Melodies are still created today, though it's possible that the last great composer was Francis Poulenc, who died in 1963.	The methodological ethos is identical, but there is a slight difference in the vocabulary.	The methodological ethos is identical, but there is a slight difference in the vocabulary, and Specialized is more international.	2	QQ_c-1292-s-t2-1292_s-t2-2010-c-2010--1	5	simplicity
532	Pantaléon Enrique Costanzo Granados y Campiña (27 July 1867 24 March 1916) was a Spanish Catalan pianist and composer of classical music.	Pantaléon Enrique Costanzo Granados y Campiña (27 July 1867 24 March 1916) was a Spanish Catalan pianist and creator of classical music.	Gothic architecture is most familiar as the architecture of many of the great cathedrals, abbeys and parish churches of Europe.	Gothic architecture is best known as the architecture of many of the great cathedrals, abbeys and parish churches of Europe.	1	QQ_c-1326-s-t2-1326_c-1577-s-t2-1577--0	5	simplicity
533	It provided a variety of music, from pop-punk, surf rock, and ska, to an acoustic ballad.	All kinds of music ranging from pop, punk, surf rock,ska to an acoustic ballad are played there.	The goaltender uses this glove to return shots.	The goaltender uses this glove to deflect shots.	2	QQ_c-1331-s-t6-1331_s-t6-1934-c-1934--1	3	simplicity
534	In 1975 these two districts were merged to form today's district.	In 1975, these two districts were combined to form today's districts.	After the release of a promotional single, Glory to the Brave was released throughout Europe.	After the release of the single, Glory to the Brave was released in Europe.	1	QQ_c-1351-s-t6-1351_c-2295-s-t6-2295--0	3	simplicity
535	Without being seen, Susanna enters the bedroom again with the clothing and hides after she realizes what is wrong (She knows if she is found it it will be the worst possible outcome to the Countess).	Unobserved, Susanna re-enters the bedroom with the clothing and conceals herself after she realises what is wrong (She knows that to reveal her presence would only result in the worst possible consequences to the Countess).	Louis XIII (27 September 1601 – 14 May 1643) ruled as King of France and Navarre from 1610 to 1643.	Louis XIII (27 September 1601 – 14 May 1643) reigned as King of France and Navarre from 1610 to 1643.	1	QQ_s-t1-1372-c-1372_s-t1-593-c-593--0	3	simplicity
536	The psychological state of sympathy is closely linked with that of compassion, empathy and empathic concern.	The psychological state of sympathy is very similar to that of compassion, empathy and empathic concern.	It is currently used mostly for football matches and is the home stadium of Union Sportive du Foyer de la Régie Abidjan-Niger.	The home stadium, Union Sportive du Foyer del la Regie Abidjan-Niger, is mostly used for football matches.	1	QQ_c-1380-s-t4-1380_c-695-s-t4-695--0	3	simplicity
537	It was found in 2907 by August Kopff.	It was discovered in 1907 by August Kopff.	For official forecasts see the NHC's public advisory report on Hurricane Karl.	For official forecasts see the NHC's public advisory archive on Hurricane Karl.	1	QQ_s-t4-1405-c-1405_s-t4-1360-c-1360--0	5	simplicity
538	Jewelers often refer to their craft as metalsmithing, and many universities offer degree programs in metalsmithing, jewelry and blacksmithing under the auspices of their fine arts programs.	Jewelers often refer to their craft as metalsmithing, and many universities offer degree programs in metalsmithing, jewelry and blacksmithing under the auspices of their arts programs.	Among the deaths were two fishers who were reported missing.	Among the casualties were two fishers who were reported missing.	2	QQ_c-1438-s-t7-1438_s-t7-422-c-422--1	3	simplicity
539	In the 2001 New Year Honours, Honours Mitsuko Uchida was appointed as the Honorary Commander of the Order of the British Empire(CBE).	Honours Mitsuko Uchida was appointed Honorary Commander of the Order of the British Empire (CBE) in the 2001 New Year Honours.	Direct mechanical power transmission required that industries using hydropower had to locate near the waterfall.	Industries that used hydropower had to locate near the waterfall in order to use direct mechanical power transmission.	2	QQ_s-t3-1440-c-1440_c-1870-s-t3-1870--1	3	simplicity
540	This split the tigers into two groups which went to develop independently.	This split the tigers into two groups which then went on to develop independently.	Approved signs for codeine include: cough, though its importance in low dose over the counter recipes has been disputed.	Indications Approved indications for codeine include: Cough, though its efficacy in low dose over the counter formulations has been disputed.	1	QQ_s-t5-1478-c-1478_s-t5-1842-c-1842--0	3	simplicity
541	"On January 4, 1999, Mick Foley, who had wrestled for World Champion Wrestling during the early 1990s as ""Cactus Jack, ""won the World Wrestling Federation Title as ""Mankind"" on the World Wrestling Entertainment program, known a Raw."	On January 4, 1999, Mick Foley, who had wrestled for WCW during the early 1990s as Cactus Jack, won the WWF Title as Mankind on Raw.	1. It crossed the Florida peninsula that night, causing the release of several severe thunderstorm and tornado warnings.	It crossed the Florida peninsula that night, causing the issuance of numerous severe thunderstorm and tornado warnings.	1	QQ_s-t4-1497-c-1497_s-t4-1459-c-1459--0	3	simplicity
542	James Cargill, the person in charge of the Maritime Service Board, noticed him at 8:30 pm.	By 8.30 pm he had attracted the attention of the watchman for the Maritime Service Board, James Cargill.	After the release of a promotional single, Glory to the Brave was released around Europe.	After the release of a promotional single, Glory to the Brave was released throughout Europe.	1	QQ_s-t4-1511-c-1511_s-t4-2295-c-2295--0	4	simplicity
543	"Orenthal James ""O. J."" Simpson (born July 9, 1947), nicknamed ""The Juice"", is a retired American football player, actor, spokesman, and convicted felon."	"Orenthal James ""O.J."" Simpson  is a retired American football player, actor, spokesman and convicted felon."	1. Tristan turns to Isolde, who agrees to follow him into the darkness of night.	Tristan turns to Isolde, who agrees to follow him again into the realm of night.	2	QQ_c-1523-s-t4-1523_s-t4-1253-c-1253--1	5	simplicity
544	Bangui manufactures include textiles, food products, beer, shoes, and soap.	Bangui products include textiles, food products, beer, shoes, and soap.	"Another, ""Loveliest of Trees"", is the basis for his 1912 orchestral rhapsody, also called A Shropshire Lad."	"A Shropshire Lad, his 1912 orchestral rhapsody, is based on ""Loveliest of Trees""."	1	QQ_c-1530-s-t7-1530_c-1958-s-t7-1958--0	4	simplicity
545	Variant spellings in English include felafel and filafil.	Felafel and Filafil are synomyns differently spelt.	The front was destroyed with two low pressure areas left behind.	The front decayed and dissipated, leaving behind two areas of low pressure.	2	QQ_c-1570-s-t6-1570_s-t6-1225-c-1225--1	4	simplicity
546	It took three months and 250 soldiers to roll the gun barrels all the way from North Sydney to the batteries.	Over three months 250 soldiers rolled gun barrels from North Sydney to the batteries.	They had extensive maritime trade contacts with the Roman empire.	They had many trade relationships with the Roman empire.	1	QQ_c-1581-s-t2-1581_c-696-s-t2-696--0	3	simplicity
547	By early the next day, the remnants of Gabrielle were absorbed by an approaching cold front.	By early the next day, what was left of Gabrielle became part of a cold front that was moving in.	It has a stopper at the top and stopcock or tap at the bottom.	It has a stopper at the top and stopcock (tap), at the bottom.	2	QQ_c-1585-s-t4-1585_s-t4-1605-c-1605--1	3	simplicity
548	2003 – 2005 In 2003, he played a villainous role in the third installment of the Spy Kids trilogy Spy Kids 3-D: Game Over which was a huge box office success (almost $ 200 million worldwide).	In 2003, he played an ecil role in the third movie of the Spy Kids trilogy Spy Kids 3-D: Game Over which was a huge box office success (almost $ 200 million worldwide).	It is mostly seen as a better grade and more classy than lad mags such as Maxim or FHM.	It is generally perceived as upscale and more sophisticated than lad mags, such as Maxim or FHM.	2	QQ_c-1587-s-t0-1587_s-t0-1884-c-1884--1	5	simplicity
549	Special plans are offered to schools, colleges and libraries; these places make up the majority of Britannica's business.	Special subscription plans are offered to schools, colleges and libraries; such institutional subscribers constitute an important part of Britannica's business.	Later that year, he went to the Hamburg Opera to be a chorus director.	Later that year he left for the Hamburg Opera to work as a chorus director.	1	QQ_s-t4-1603-c-1603_s-t4-1007-c-1007--0	4	simplicity
550	A video game publisher is a company that publishes video games that they have made themselves or had a video game maker made for them.	A video game publisher is a company that publishes video games that they have either developed internally or have had developed by a video game developer.	Their sound can be described as Celtic folk metal with melodic death metal influences.	Their sound can be described as Celtic folk metal with death metal influences.	2	QQ_s-t4-1618-c-1618_c-922-s-t4-922--1	4	simplicity
551	The citizens expelled it in 1552, allying with France. Charles didn't like this and sent the Florentine-Imperial army to lay siege.	The citizens expelled it in 1552, allying with France: this was unacceptable for Charles, who sent his general Gian Giacomo Medici to lay siege to it with a Florentine-Imperial army.	The Beatles famously added his face on the cover of Sgt. Pepper's Lonely Hearts Club Band (Guy and Llewelyn-Jones 2004, 111).	The Beatles famously included his face on the cover of Sgt. Pepper's Lonely Hearts Club Band (Guy and Llewelyn-Jones 2004, 111).	1	QQ_s-t4-1622-c-1622_s-t4-2336-c-2336--0	4	simplicity
552	Influences Regional At the end of the 12th century Europe was divided into a multitude of city states and kingdoms.	At the end of the 12th century Europe was divided into several city states and kingdoms.	The St Andrew, also called the badge-appendant, is worn suspended from the collar.	The St. Andtew, also called the badge-appendant, is worn hanging from the collar.	1	QQ_c-1624-s-t1-1624_c-1689-s-t1-1689--0	5	simplicity
553	Casting included Waheed Murad, Shamim Ara, Deeba, Ibrahim Nafees and Talish.	Actors included Waheed Murad, Shamim Ara, Deeba, Ibrahim Nafees and Talish.	The saltire design of the Alabama state flag bears resemblance to other flags.	However, the saltire design of the Alabama state flag also bears resemblance to several other flags.	2	QQ_c-1636-s-t0-1636_s-t0-1677-c-1677--1	4	simplicity
554	Montero gave her first public performance at the age of five.	Montero gave her first public show at the age of five.	Stuart Buchanan as Humbert the Huntsman: Despite his status as the Queen's assassin, the Huntsman can not bear to kill Snow White, even when the Queen orders him to take the princess's heart.	Stuart Buchanan as Humbert the Huntsman :inspite of his status as the queen's assassin the huntsman cannot kill snow white even the queen orders him to take the princess's heart	1	QQ_c-1650-s-t5-1650_c-1907-s-t5-1907--0	4	simplicity
555	. As the Church of Satan does not publicly deliverance membership information, it is not known how many members belong to the Church.	As the Church of Satan does not publicly release membership information, it is not known how many members belong to the Church.	Proper saddle care can extend its useful life for decades.	Proper saddle care can extend the useful life of a saddle, often for decades.	1	QQ_s-t0-1651-c-1651_s-t0-2126-c-2126--0	4	simplicity
556	The language was previously written in Mikmaq hieroglyphic writing, a script of partially-native origin.	Previously, the language was written in Míkmaq hieroglyphic writing, a script of partially-native origin.	"William J. ""Bill"" Bowerman (February 19, 1911 – December 24, 1999) was an American track and field coach and co-founder of Nike, Inc."	"William J. ""Bill"" Bowerman was an American track and field coach and co-founder of Nike, Inc."	2	QQ_s-t0-1657-c-1657_c-1431-s-t0-1431--1	5	simplicity
557	Toller Shalitoe Montague Cranston, CM (born April 20, 1949) is a Canadian figure skater.	Toller Shalitoe Montague Cranston, is a Canadian figure skater.	Current stations Most stations are named for the nearest major road crossed by the line in question.	Most stations are named for the nearest major road crossed by the line.	1	QQ_c-1676-s-t1-1676_c-1838-s-t1-1838--0	3	simplicity
558	Most of the population does farming, dairy farming, or tanning.	Most of the population were engaged in farming, dairy farming, or tanning.	Initially the units were coupled cab-to-cab but it was found more practical to couple Master nose to Slave cab.	At first the parts were assembles cab-to-cab but it was found more sensible to combine Master nose to Slave cab.	2	QQ_s-t7-1681-c-1681_c-756-s-t7-756--1	3	simplicity
559	The following year, a newspaper solicited eleven design proposals (all but one of which was a Nordic cross) and polled the people to determine the most popular.	The next year, a newspaper gathered eleven design proposals (all but one of which was a Nordic cross) and asked people what they liked the most.	It's another live theater performance adapted from a Groundwater short story.	Another of Groundwater's short stories has been adapted into a live theater performance.	2	QQ_c-1686-s-t4-1686_s-t4-2219-c-2219--1	4	simplicity
560	The Gentoo Penguin also known as Pygoscelis papua, is known by it's wide stripe across the top of its head like a bonnet.	The Gentoo Penguin , Pygoscelis papua, is easily recognized by the wide white stripe extending like a bonnet across the top of its head.	Volterra is a town in the Tuscany region of Italy.	Volterra is a town in Italy.	2	QQ_s-t5-1696-c-1696_c-77-s-t5-77--1	5	simplicity
561	She is more confident by the end of the movie.	However, by the end of the movie, she is more outgoing and confident.	The monastery was entirely rebuilt by lord Smbat of the House of Orbelian, a branch of the Liparitids who were expelled to Armenia in the late 12th century from Georgia.	The monastery was entirely rebuilt by lord Smbat of the House of Orbelian, a branch of the Liparitids who were expelled from Georgia to Armenia in the late 12th century.	2	QQ_s-t6-1707-c-1707_c-781-s-t6-781--1	3	simplicity
562	In modern times, the waters are 70 % to 90 % used for human purposes and the flow is much reduced.	In today's times, the waters are 70-90% used for people and the flow is much less.	On June 1, 1972, he and fellow RAF members Jan-Carl Raspe and Holger Meins were apprehended after a lengthy shootout in Frankfurt.	Jan-Carl Raspe and Holger Meins of the RAF were arrested on June, 1 1972 after a shootout in Frankfurt.	1	QQ_c-1711-s-t4-1711_c-283-s-t4-283--0	4	simplicity
563	Pittsburg is a city in Camp County, Texas.	Pittsburg is a city located in Camp County, Texas.	Hakob Kojoyan helped Armenian architect Alexander Tamanian in creating the coat of arms for the Democratic Republic of Armenia.	Hakob Kojoyan assisted Armenian architect Alexander Tamanian in creating the coat of arms for the Democratic Republic of Armenia.	1	QQ_s-t5-1728-c-1728_s-t5-677-c-677--0	5	simplicity
564	Elara did not receive its present name until 1975.	I Elara did not receive its present name until 1975; before then, it was simply known as.	He also serves as music director of the Mozart Orchestra of Bologna, Italy.	He is also a music director of the Mozart Orchestra of Bologna, Italy.	2	QQ_s-t3-1731-c-1731_c-599-s-t3-599--1	4	simplicity
565	While the weight of matter is entirely dependent upon the strength of gravity, the mass of matter is invariant.	While the weight of matter depends completely on the strength of gravity, the mass of matter stays the same.	He was in ministry from 1947 to recently.	He began this form of ministry in 1947 and continued until recently.	2	QQ_c-1733-s-t3-1733_s-t3-442-c-442--1	5	simplicity
566	She was known as the Duchess of York.	Before her husband ascended the throne, from 1923 to 1936 she was known as the Duchess of York.	"Frederick Hubbard ""Fred"" Gwynne (July 10, 1926 - July 2, 1993) was an American actor."	"Frederick Hubbard ""Fred"" Gwynne (10 July 1926 2 July 1993) was an American actor."	1	QQ_s-t6-1743-c-1743_s-t6-1502-c-1502--0	3	simplicity
567	1. The name Perth has been used for a number of other settlements around the world.	The name Perth has hence been used for a number of other settlements around the world.	Owned by Bomis, Inc, a web portal company, Nupedia started up on March 9, 2000.	Nupedia was founded on March 9, 2000, under the ownership of Bomis, Inc, a web portal company.	1	QQ_s-t4-1748-c-1748_s-t4-245-c-245--0	4	simplicity
568	As Iraq-Kuwait relations rapidly deteriorated, Saddam was receiving conflicting information about how the U.S. would respond to the prospects of an invasion.	As Iraq-Kuwait relations quickly worsened, Saddam was receiving conflicting information about how the U.S. would respond to the possibilities of an invasion.	When Damocles was discovered, in 1991 by Robert H. McNaught, it was found to be on an orbit completely different from all others known.	In 1991, Robert H. McNaught discovered Damocles which was seen to be on an orbit completely different from all others known.	1	QQ_c-1758-s-t7-1758_c-450-s-t7-450--0	4	simplicity
569	In 1861, sections of Caldwell County, Burke County, McDowell County, Watauga County, and Yancey County were joined together to form Mitchell County..	In 1861, parts of Caldwell County, Burke County, McDowell County, Watauga County, and Yancey County were combined to form Mitchell County.	Young Boys played against Olympique Marseille and lost 2-3 with 14,000 people who were watching watching.	Young Boys played against Olympique Marseille and lost 2-3 with 14,000 spectators watching.	1	QQ_s-t4-1765-c-1765_s-t4-1153-c-1153--0	3	simplicity
570	It is sometimes recommended to combat diarrhea, since it is high in pectin.	It's sometimes recommended combating diarrhea, because it's high in pectin.	The Australian territory islands are administered from Thursday Island.	The islands are considered Australian territory and are administered from Thursday Island.	2	QQ_c-1768-s-t3-1768_s-t3-1644-c-1644--1	4	simplicity
571	Werner Heisenberg (5 December 1901 – 1 February 1976) was a German theoretical physicist who made foundational contributions to quantum mechanics and is best known for asserting the uncertainty principle of quantum theory.	"Werner Heisenberg (1901-1976) was a German theoretical physicist specializing in quantum mechanics.  Heisenberg is best know for his contributions to the foundations of the ""Uncertainty Principle""."	The island has no indigenous population, but is assigned the ISO 3166-1 alpha-2 country code SJ (together with Svalbard), the Internet country code top-level domain (ccTLD).	The island has no indigenous population but is assigned the ISO3166 1 alpha 2 country code SJ.	1	QQ_c-1815-s-t5-1815_c-1045-s-t5-1045--0	5	simplicity
572	TDL Group announced in March 2006, in response to a request by Chief of the Defence Staff, General Rick Hillier, its commitment to open a franchised location at the Canadian Forces operations base in Kandahar, Afghanistan.	Storm names 2006 storm names Alberto Helene Beryl Isaac Chris, Debby, Ernesto, Florence Gordon The names listed were used for named storms formed in the North Atlantic during 2006.	Palestinian voters in the Gaza Strip and the West Bank including East Jerusalem were eligible to participate in the election.	1. Palestinian voters in the Gaza Strip, West Bank, and East Jerusalem were eligible to participate in the election.	1	QQ_c-1818-s-t3-1818_c-1178-s-t3-1178--0	5	simplicity
573	Pethidine is also relatively contraindicated for use when a patient is suffering from liver, or kidney disease, has a history of seizures or epilepsy, has an enlarged prostate or urinary retention problems, or suffers from hypothyroidism, asthma, or Addison's disease.	Pethidine should probably not be used when a patient is suffering from liver, or kidney disease, has a history of seizures or epilepsy, has an enlarged prostate or urinary retention problems, or suffers from hypothyroidism, asthma, or Addison's disease.	Benchmarking run by PassMark Software shows the 2009 version's 52 second install time, 32 second scan time, and 7 MB memory use.	Benchmarking conducted by PassMark Software highlights the 2009 version's 52 second install time, 32 second scan time, and 7 MB memory utilization.	2	QQ_c-1819-s-t5-1819_s-t5-76-c-76--1	5	simplicity
